MusteriKodu,MusteriBolge,OrtalamaHarcamaTutari,KuverSayisi,MusteriTabelaAdi,MusteriCesidi,lat,lng,MapProfileScore,MapPopulationScore,Mapin Segment, url
964481,KADIKÖY,1.000 -1.999 TL,200-399,MAZİDEN MEYHANE,Geleneksel Meyhane,"40,9541611","29,0949562","79,567","93,8029",R1-B,https://maps.google.com/?cid=11683780292292316450
860867,KADIKÖY,500-999 TL,200-399,KADIKÖY SAHNE,Tekne-Event Hall-Catering,"40,9903027","29,0278792","79,5606","81,0486",D2-B,https://maps.google.com/?cid=7185318099107299467
715663,KADIKÖY,1.000 -1.999 TL,200-399,ANILAR OCAKBAŞI,Kebap,"41,01134500","29,03938540","79,5349","55,7807",R3-B,https://maps.app.goo.gl/rJKNqKUb8CC7jyND7
883651,KADIKÖY,500-999 TL,100-199,KİPOS BALIK,Balık,"41,006923","29,033276","79,5267","92,7553",R1-B,https://maps.google.com/?cid=5703700139829661375
965946,KADIKÖY,1.000 -1.999 TL,200-399,SUADİYE BALIK,Balık,"40,956952","29,080761","79,512","92,3879",R1-B,https://maps.google.com/?cid=4191462608133889620
930631,ATAŞEHİR,0-499 TL,400+,NEWCASTLE,Modern Pub & Bistro,"40,9979511","29,1000891","79,5056","76,1483",D2-B,https://maps.google.com/?cid=16403338621485068521
903929,KADIKÖY,500-999 TL,400+,WELLDONE SUADIYE ,Modern Pub & Bistro,"40,956931","29,079165","79,5028","94,6611",D1-B,https://maps.google.com/?cid=13967081527956118656
715728,KADIKÖY,1.000 -1.999 TL,100-199,CAFE 460,Modern Pub & Bistro,"40,95732220","29,08683040","79,5005","64,8811",D3-B,https://maps.app.goo.gl/J2cLRxJCCXCPGLzH9
704662,KADIKÖY,,100-199,GARCIA,Modern Pub & Bistro,"40,9671712","29,0678094","79,4752","51,0574",D4-B,https://maps.google.com/?cid=101168767914767088
970489,ÜSKÜDAR,500-999 TL,200-399,TAMİRANE AKASYA,Gece Kulübü,"41,0007508","29,0544653","79,4623","65,5573",D3-B,https://maps.google.com/?cid=13313916579979778333
955149,KADIKÖY,500-999 TL,200-399,ROTA BALIK,Balık,"40,989689","29,024694","79,4362","93,6257",R1-B,https://maps.google.com/?cid=13212183102606736904
961129,ATAŞEHİR,500-999 TL,400+,METROPOL MİDPOİNT,Modern Pub & Bistro,"40,9938857","29,1247608","79,4334","79,9701",D2-B,https://maps.google.com/?cid=4538995453462051478
885248,ATAŞEHİR,500-999 TL,200-399,MOR MEYHANE ATAŞEHİR,Yeni Nesil Meyhane,"40,9872511","29,1115314","79,4253","94,1764",R1-B,https://maps.google.com/?cid=17645239613715889127
932001,ATAŞEHİR,500-999 TL,400+,WATER GARDEN MİDPOI,Modern Pub & Bistro,"40,9979342","29,0997846","79,3971","79,1635",D2-B,https://maps.google.com/?cid=759458682081935369
702955,KADIKÖY,0-499 TL,100-199,ALTKAT DRINKERY,Modern Pub & Bistro,"40,9995033","29,0389986","79,3186","76,5028",D2-B,"https://www.google.com/maps/place/Pavo/@40.9994962,28.8989139,12z/data=!4m6!3m5!1s0x14cab985c4a61d31:0x1c1ad3649c5ad4e4!8m2!3d40.9995033!4d29.0389986!16s%2Fg%2F11tx7w_j3x?entry=ttu"
1000019641,KADIKÖY,,0-99,MECİT İN ANTAKYA MUTFAĞI,Kebap,"40,9747164","29,0805561","79,3047","55,188",R4-B,https://maps.google.com/?cid=1096410489959303248
1000026581,KADIKÖY,500-999 TL,100-199,ETHEM ET ,Kebap,"40,9721826","29,074078","79,3017","79,6069",R2-B,https://maps.google.com/?cid=6094218983749875187
966626,KADIKÖY,0-499 TL,0-99,MECRA KADIKÖY,Modern Pub & Bistro,"40,9887948","29,0245451","79,288","79,8639",D2-B,https://maps.google.com/?cid=16819124486990159738
1000011449,ÜSKÜDAR,0-499 TL,100-199,KİRPİ CAFE AKASYA,Modern Pub & Bistro,"41,0011658","29,054697","79,2859","66,9546",D3-B,https://maps.google.com/?cid=17223898330627515507
939774,ATAŞEHİR,500-999 TL,200-399,ŞAŞKIN BALIK,Balık,"40,9862781","29,0971064","79,2757","93,8193",R1-B,https://maps.google.com/?cid=6012653997013167739
959975,ATAŞEHİR,500-999 TL,400+,COOKSHOP WATER GARD,Modern Pub & Bistro,"40,998046","29,0997962","79,2692","93,0669",D1-B,https://maps.google.com/?cid=9659044486994788087
863297,KADIKÖY,500-999 TL,0-99,ŞİRAZ MEYHANE,Geleneksel Meyhane,"40,9877369","29,0249271","79,265","73,9174",R2-B,https://maps.google.com/?cid=1224310308181711170
922775,KADIKÖY,500-999 TL,100-199,BİRTAT KOŞUYOLU,Geleneksel Meyhane,"41,0110511","29,0400924","79,2594","92,0214",R1-B,https://maps.google.com/?cid=1676849645615283206
715690,KADIKÖY,1.000 -1.999 TL,100-199,Cibalı Kapı Balıkçısı,Balık,"40,98052600","29,02410540","79,2085","65,4744",R3-B,https://maps.app.goo.gl/sfyKgA9UeMW5RECJ7
844847,KADIKÖY,0-499 TL,100-199,BİBUÇUK CADDEBOSTAN,Modern Pub & Bistro,"40,9677434","29,0659078","79,1843","66,1903",D3-B,https://maps.google.com/?cid=10613344102235217302
1000027478,KADIKÖY,500-999 TL,200-399,OLD ENGLISH PUB,Modern Pub & Bistro,"40,9625062","29,0763625","79,1755","77,7376",D2-B,https://maps.google.com/?cid=4402392510411220256
1000021849,KADIKÖY,1.000 -1.999 TL,100-199,BARBA ET,Kebap,"40,9529548","29,0948797","79,1623","76,4975",R2-B,https://maps.google.com/?cid=15088638329538133599
1000015074,ATAŞEHİR,0-499 TL,200-399,MARİN GURME,Modern Pub & Bistro,"40,9940208","29,1225213","79,1559","80,2961",D2-B,https://maps.google.com/?cid=13442429399214868439
931977,ATAŞEHİR,500-999 TL,200-399,ZÜBEYİR OCAKBAŞI AT,Kebap,"40,9993987","29,1011158","79,1557","92,765",R1-B,https://maps.google.com/?cid=3282828448242438405
909108,KADIKÖY,1.000 -1.999 TL,400+,GÜNEŞİN SOFRASI,Geleneksel Meyhane,"40,9898532","29,0301897","79,103","93,9092",R1-B,https://maps.google.com/?cid=10537053537202921721
942616,KADIKÖY,500-999 TL,100-199,DUBLE MUHABBET,Geleneksel Meyhane,"40,985789","29,025093","79,0907","77,2978",R2-B,https://maps.google.com/?cid=308377416994472393
965940,KADIKÖY,500-999 TL,400+,THE WALL SALOON PERFORMANCE,Tekne-Event Hall-Catering,"40,9896746","29,0228178","79,0677","93,5057",D1-B,https://maps.google.com/?cid=7908306364966562944
432882,ÜSKÜDAR,500-999 TL,200-399,TRABZON KÜLTÜR DERN,Askeri Birlik-Sosyal Tesis,"41,036091","29,045432","79,047","93,9321",R1-B,https://maps.google.com/?cid=9784896068475563810
701030,ÜSKÜDAR,500-999 TL,400+,"Happy moon,s",Modern Pub & Bistro,"41,0033468","29,0715215","79,0415","79,3681",D2-B,https://maps.google.com/?cid=3657132421736844340
1000025594,KADIKÖY,1.000 -1.999 TL,200-399,FELEK MANGALBAŞI,Kebap,"40,9595545","29,0729378","78,9968","89,4192",R1-B,https://maps.google.com/?cid=8477451662045260684
935821,KADIKÖY,0-499 TL,100-199,BISTRO 33 AKASYA,Modern Pub & Bistro,"41,00101395","29,05460922","78,9677","55,2572",D4-B,https://maps.app.goo.gl/DdxcPXiGRqyGpk196
876708,KADIKÖY,0-499 TL,0-99,MODA KALDIRIMI BLACK,Modern Pub & Bistro,"40,987198","29,0256804","78,9545","64,6249",D3-B,https://maps.google.com/?cid=15359455940430091569
923995,KADIKÖY,0-499 TL,0-99,45`LİK BAR KADIKÖY,Gece Kulübü,"40,9877773","29,0279797","78,9161","66,2765",D3-B,https://maps.google.com/?cid=14985983741494372765
960133,KADIKÖY,500-999 TL,100-199,AYI MODA,Modern Pub & Bistro,"40,98690708","29,02546909","78,9087","79,4364",D2-B,https://maps.app.goo.gl/nJSa1nmAvWNavWd5A
961760,ATAŞEHİR,500-999 TL,100-199,KAFULLİ RESTAURANT ,Balık,"40,9889225","29,1258836","78,8696","64,8036",R3-B,https://maps.google.com/?cid=12451359314764219190
715063,KADIKÖY,500-999 TL,0-99,NOU94,Kokteyl Bar,"41,00920790","29,03680350","78,8681","65,5486",D3-B,https://maps.app.goo.gl/bze94qRD7d4UBhdQ8
904653,KADIKÖY,0-499 TL,0-99,PUBLIC HOUSE,Modern Pub & Bistro,"41,0102423","29,0408989","78,8657","78,6002",D2-B,https://maps.google.com/?cid=6484546495026404337
704668,KADIKÖY,,100-199,LOCHNESS,Modern Pub & Bistro,"40,9874181","29,0260432","78,8644","64,6278",D3-B,"https://www.google.com/maps/place/Nana+Pub/@40.987233,29.0052357,14z/data=!4m6!3m5!1s0x14cab928470e83bf:0xd89136c12b97af90!8m2!3d40.9874181!4d29.0260432!16s%2Fg%2F11f8hx34dg?entry=ttu"
514853,ÜSKÜDAR,500-999 TL,0-99,BEYLERBEYİ İSKELE RESTAURANT ,Balık,"41,0447682","29,0451754","78,8527","78,6593",R2-B,https://maps.google.com/?cid=18125509499707408529
433335,KADIKÖY,500-999 TL,100-199,MASAL EVI,Modern Pub & Bistro,"40,9861161","29,026541","78,8079","64,6796",D3-B,https://maps.google.com/?cid=6181562719998178662
969157,KADIKÖY,1.000 -1.999 TL,200-399,ÇAKIL MEYHANE,Geleneksel Meyhane,"40,9542974","29,0943968","78,7757","80,1173",R2-B,https://maps.google.com/?cid=7327415080368867619
713765,KADIKÖY,500-999 TL,100-199,PLAY SPORTS,Modern Pub & Bistro,"40,98992220","29,02722940","78,7708","64,7717",D3-B,https://maps.app.goo.gl/pLXpo343zVhQYdBNA
1000011793,KADIKÖY,500-999 TL,400+,THE NORTH SHIELD CADDE,Modern Pub & Bistro,"40,9677057","29,0680496","78,7669","75,7313",D2-B,https://maps.google.com/?cid=14747363926816100802
952470,KADIKÖY,1.000 -1.999 TL,100-199,BARBAYANİ,Balık,"40,9533162","29,0940484","78,7488","78,5725",R2-B,https://maps.google.com/?cid=10723444509481234035
1000021387,KADIKÖY,1.000 -1.999 TL,400+,ZERDELİ ,Yeni Nesil Meyhane,"40,964843","29,061672","78,7264","92,2879",R1-B,https://maps.google.com/?cid=3075097699951871106
1000017949,KADIKÖY,500-999 TL,200-399,OLDFORD ,Balık,"41,0823229","29,0674705","78,7173","92,7744",R1-B,"https://www.google.com/maps/place/Old+Fort+Restaurant+And+Pub/@41.0823446,29.0673435,21z/data=!4m12!1m5!3m4!2zNDHCsDA0JzU2LjYiTiAyOcKwMDQnMDMuMSJF!8m2!3d41.0823832!4d29.067533!3m5!1s0x14cacb6944842ceb:0xcaa137379514e34!8m2!3d41.0823229!4d29.0674705!16s%2Fg%2F11fcr6kkdj?entry=ttu"
433420,KADIKÖY,1.000 -1.999 TL,400+,DALYAN CLUB,Askeri Birlik-Sosyal Tesis,"40,9714023","29,0411054","78,7098","91,8122",R1-B,https://maps.google.com/?cid=2118385833175863232
434114,KADIKÖY,500-999 TL,100-199,PALMİYE KEBAP,Kebap,"40,980752","29,0510745","78,706","80,3686",R2-B,https://maps.google.com/?cid=14824478106018960979
884465,KADIKÖY,0-499 TL,0-99,ZEYTİN CAFE,Modern Pub & Bistro,"40,98845806","29,02504575","78,6878","65,3338",D3-B,https://maps.app.goo.gl/iMphrNKqk9nbAuHz6
944350,KADIKÖY,500-999 TL,100-199,BİRA FABRİKASI MODA,Modern Pub & Bistro,"40,9875507","29,026243","78,6589","77,7335",D2-B,https://maps.google.com/?cid=2051487195812794385
965646,KADIKÖY,500-999 TL,400+,NORTH KOŞUYOLU,Modern Pub & Bistro,"41,0095896","29,0404491","78,632","76,1684",D2-B,https://maps.google.com/?cid=17414836042399037936
940046,KADIKÖY,500-999 TL,200-399,ŞAHANE MEYHANE,Yeni Nesil Meyhane,"40,96405672","29,06554844","78,63","94,7175",R1-B,https://maps.app.goo.gl/EEy5shktdpXtWsYx7
964355,KADIKÖY,0-499 TL,100-199,MİZAH CAFE,Modern Pub & Bistro,"40,9899812","29,0224626","78,6235","64,6041",D3-B,https://maps.google.com/?cid=13334970907323101223
943476,KADIKÖY,500-999 TL,100-199,ÇIKMAZ MEYHANE,Geleneksel Meyhane,"40,9894593","29,0282307","78,6162","92,1943",R1-B,https://maps.google.com/?cid=2521969004977689482
810601,ÜSKÜDAR,500-999 TL,100-199,MAHİDE OCAKBAŞI,Yeni Nesil Meyhane,"41,04475926","29,04485967","78,6139","88,5609",R1-B,https://maps.app.goo.gl/d1HzvQNtAPHuX8dW8
434254,KADIKÖY,0-499 TL,100-199,BELFAST 1,Modern Pub & Bistro,"40,9854172","29,0262608","78,6094","65,2431",D3-B,https://maps.google.com/?cid=3179662136369453361
891169,KADIKÖY,0-499 TL,200-399,KARŞI SAHNE,Gece Kulübü,"40,9886031","29,0238545","78,5868","78,7976",D2-B,https://maps.google.com/?cid=52157583035501854
1000019907,KADIKÖY,0-499 TL,0-99,GÜVERTE ,Modern Pub & Bistro,"40,981549","29,022044","78,5849","65,2367",D3-B,https://maps.google.com/?cid=2371920719170473093
714085,KADIKÖY,500-999 TL,100-199,DAVID PEOPLE KOZYATAĞI,Modern Pub & Bistro,"40,97992290","29,08577380","78,5129","63,5337",D3-B,https://maps.app.goo.gl/BTcF7uB6nneVGbeC8
709690,KADIKÖY,500-999 TL,100-199,HAVELKA,Modern Pub & Bistro,"40,9648525","29,0659195","78,5031","64,6311",D3-B,https://maps.google.com/?cid=6158107659161652649
1000025806,KADIKÖY,500-999 TL,100-199,CAFE & SHOP,Modern Pub & Bistro,"40,98672137","29,02751846","78,4927","64,7967",D3-B,https://maps.app.goo.gl/vU1ppmc7XW7v2DeQ7
433327,KADIKÖY,500-999 TL,200-399,TRIP,Modern Pub & Bistro,"40,98678800","29,02664700","78,4702","90,3582",D1-B,https://maps.app.goo.gl/6ZQmRaNCNfdM2Q6CA
700771,ATAŞEHİR,0-499 TL,100-199,PUB LOKAL,Modern Pub & Bistro,"40,99429788","29,11052573","78,4664","64,0755",D3-B,https://maps.app.goo.gl/1fZTvx6fESSPmjgG8
871689,KADIKÖY,0-499 TL,0-99,OXO ,Gece Kulübü,"40,98945400","29,02768800","78,4637","55,8664",D3-B,https://maps.app.goo.gl/cehDKDKbEXyyMTLSA
929960,KADIKÖY,500-999 TL,100-199,ZEYBEK RASTAURANT,Geleneksel Meyhane,"41,010915","29,0403627","78,4417","90,076",R1-B,https://maps.google.com/?cid=12691406237970340166
945491,ATAŞEHİR,500-999 TL,100-199,BİG MEYHANE,Geleneksel Meyhane,"40,9925561","29,1211619","78,4293","76,9394",R2-B,https://maps.google.com/?cid=4879694335347209872
853236,KADIKÖY,0-499 TL,0-99,CORNER,Modern Pub & Bistro,"40,9888887","29,024647","78,4252","77,8343",D2-B,https://maps.google.com/?cid=8645614161613361502
968808,KADIKÖY,1.000 -1.999 TL,100-199,CORNER MEYHANE,Yeni Nesil Meyhane,"40,9888887","29,024647","77,9901","74,4848",R2-B,https://maps.google.com/?cid=8645614161613361502
869489,KADIKÖY,500-999 TL,200-399,MEMLEKET MEYHANESİ,Geleneksel Meyhane,"40,9891221","29,0296956","78,4158","92,5005",R1-B,https://maps.google.com/?cid=17352292156717120145
1000018604,KADIKÖY,500-999 TL,0-99,HARLEM  ,Modern Pub & Bistro,"40,9901945","29,0276155","78,3744","77,119",D2-B,https://maps.google.com/?cid=6508799918636143062
1000010808,KADIKÖY,0-499 TL,0-99,PENNYLANE,Modern Pub & Bistro,"40,9675086","29,0678569","78,3515","64,8244",D3-B,https://maps.google.com/?cid=9864006660054655966
460498,KADIKÖY,0-499 TL,0-99,HARP IRISH PUB,Modern Pub & Bistro,"40,9891262","29,0219222","78,3382","65,1127",D3-B,https://maps.google.com/?cid=7980289839177574743
918532,KADIKÖY,0-499 TL,0-99,DİMO CAFE,Modern Pub & Bistro,"40,9881728","29,0238288","78,31","65,2913",D3-B,https://maps.google.com/?cid=7222556135586949316
819737,KADIKÖY,500-999 TL,100-199,DENİZ YILDIZI KADIKÖY,Balık,"40,9901798","29,0247505","78,3064","79,4022",R2-B,https://maps.google.com/?cid=16457747538261051199
434020,KADIKÖY,0-499 TL,0-99,SAHAF CAFE BAR,Modern Pub & Bistro,"40,9902406","29,0264639","78,2932","78,3278",D2-B,https://maps.google.com/?cid=12700737802517665819
910847,KADIKÖY,500-999 TL,100-199,KEYİFZADE,Geleneksel Meyhane,"41,0109763","29,0401884","78,2881","76,3699",R2-B,https://maps.google.com/?cid=1628005042689419123
833424,ATAŞEHİR,500-999 TL,200-399,HÜKÜMDAR SOFRASI,Kebap,"40,9866243","29,0962375","78,2814","92,0313",R1-B,https://maps.google.com/?cid=7367852807629791740
939340,KADIKÖY,500-999 TL,0-99,ANTEBİ RESTAURANT,Kebap,"40,9715883","29,0518182","78,2796","89,4794",R1-B,https://maps.google.com/?cid=16343563949682974262
969161,KADIKÖY,0-499 TL,100-199,MAHLE RESTAURANT,Modern Pub & Bistro,"40,9890331","29,0280011","78,2757","65,5005",D3-B,https://maps.google.com/?cid=12848775161410835615
938058,KADIKÖY,500-999 TL,100-199,FİL MODA,Modern Pub & Bistro,"40,9814638","29,0230983","78,2718","75,469",D2-B,https://maps.google.com/?cid=2641027755858277193
901485,KADIKÖY,0-499 TL,0-99,ZEPLİN ,Modern Pub & Bistro,"40,97392","29,046129","78,2611","64,836",D3-B,https://maps.google.com/?cid=11804913768348590862
603585,KADIKÖY,500-999 TL,200-399,ŞELALE RESTAURANT,Geleneksel Meyhane,"40,9889903","29,024002","78,2452","79,7133",R2-B,https://maps.google.com/?cid=17888193656300611447
573858,KADIKÖY,0-499 TL,100-199,KAHVERENGİ CAFE,Modern Pub & Bistro,"40,9876552","29,0279362","78,2398","66,0308",D3-B,https://maps.google.com/?cid=6091895917438430587
904656,KADIKÖY,500-999 TL,100-199,RADİKA BALIK ,Geleneksel Meyhane,"41,0104011","29,0408698","78,2193","91,9978",R1-B,https://maps.google.com/?cid=6917149991981951535
100000604,KADIKÖY,500-999 TL,100-199,BAUSTA NO9,Kokteyl Bar,"40,9604364","29,083382","78,2013","90,6503",D1-B,https://maps.google.com/?cid=14730717687322245332
715256,ATAŞEHİR,0-499 TL,0-99,DRAFT ATAŞEHIR,Modern Pub & Bistro,"40,99844200","29,10006650","78,1955","76,9445",D2-B,https://maps.app.goo.gl/YtMUREG1z7VWC9Vw9
939403,KADIKÖY,500-999 TL,200-399,MÜZEYYEN`İN BALKONU,Geleneksel Meyhane,"40,9898979","29,027861","78,1948","77,705",R2-B,https://maps.google.com/?cid=15907911100561908614
434216,KADIKÖY,500-999 TL,100-199,ROCK PUB,Modern Pub & Bistro,"40,9852811","29,0263714","78,1858","65,9642",D3-B,https://maps.google.com/?cid=16275722955937847064
923295,KADIKÖY,0-499 TL,200-399,SAVOR,Gece Kulübü,"40,989027","29,022626","78,1381","90,5804",D1-B,https://maps.google.com/?cid=8478631236695008434
1000019370,KADIKÖY,500-999 TL,0-99,ARALIK,Kokteyl Bar,"40,9855365","29,0254931","78,132","64,6267",D3-B,https://maps.google.com/?cid=16555218337029408857
932234,KADIKÖY,0-499 TL,0-99,MUAF KADIKÖY,Modern Pub & Bistro,"40,9903312","29,0270705","78,125","64,9686",D3-B,https://maps.google.com/?cid=9249223337801860377
702072,KADIKÖY,500-999 TL,0-99,REÇETE MODA,Modern Pub & Bistro,"40,9845543","29,0263054","78,1147","64,8014",D3-B,https://maps.google.com/?cid=8303759023137893378
887813,KADIKÖY,0-499 TL,0-99,CAPTAIN HADDOCK,Modern Pub & Bistro,"40,9764156","29,0415147","78,0674","54,7478",D4-B,https://maps.google.com/?cid=16351047302688700166
877617,KADIKÖY,500-999 TL,400+,HİÇ,Modern Pub & Bistro,"40,9874534","29,0265305","78,0627","90,5692",D1-B,https://maps.google.com/?cid=15777766694556376102
703348,KADIKÖY,0-499 TL,100-199,SOİ CADDE,Modern Pub & Bistro,"40,96932696","29,06414464","78,0585","63,0149",D3-B,https://maps.app.goo.gl/uF5cQZfgnAWGrAeZ7
856058,KADIKÖY,500-999 TL,100-199,MÜZEYYEN,Geleneksel Meyhane,"41,0113889","29,0394444","78,0578","91,8856",R1-B,https://maps.google.com/?cid=16449810972839951222
1000026682,KADIKÖY,,,PAOLİNA ,Modern Pub & Bistro,"40,96289","29,074306","78,0347","54,8702",D0-B,https://maps.google.com/?cid=15398209496794123600
926659,KADIKÖY,1.000 -1.999 TL,0-99,RAZAKİ BALIK,Balık,"40,9681655","29,0854863","78,0339","78,4351",R2-B,https://maps.google.com/?cid=12455262283929583578
962940,KADIKÖY,1.000 -1.999 TL,200-399,USTAM OCAKBAŞI,Kebap,"40,9786533","29,0729953","78,0319","92,6774",R1-B,https://maps.google.com/?cid=11932282003279735429
932910,KADIKÖY,1.000 -1.999 TL,100-199,ALAÇATI SOKAK MEYHANESİ,Geleneksel Meyhane,"40,9646943","29,0660118","78,0244","78,0456",R2-B,https://maps.google.com/?cid=18293121506917916470
1000027623,ATAŞEHİR,500-999 TL,100-199,YAKUP 2,Geleneksel Meyhane,"40,9998617","29,0985879","78,0166","89,5847",R1-B,https://maps.google.com/?cid=13166421023309341646
817324,KADIKÖY,500-999 TL,100-199,SAFRAN PUB,Geleneksel Meyhane,"40,9899547","29,0278206","78,0159","91,317",R1-B,https://maps.google.com/?cid=11165363271865033915
434349,KADIKÖY,1.000 -1.999 TL,100-199,MACCA BALIK ,Balık,"40,98005298","29,08589112","78,0109","78,6672",R2-B,https://maps.app.goo.gl/JB1yJUuFAxAn8pBB8
822424,ÜSKÜDAR,500-999 TL,0-99,VİA BALIK RESTAURAN,Balık,"41,0446696","29,0447546","78,006","76,8143",R2-B,https://maps.google.com/?cid=13710732616797347606
919132,KADIKÖY,500-999 TL,200-399,AYI KADIKÖY DİSCO BAR,Modern Pub & Bistro,"40,9901552","29,0228296","78,0058","92,3664",D1-B,https://maps.google.com/?cid=7901709367715657809
700149,KADIKÖY,0-499 TL,0-99,GAFF,Modern Pub & Bistro,"40,9887696","29,0245891","78,0055","65,0434",D3-B,https://maps.google.com/?cid=7163356416495519558
704055,KADIKÖY,,0-99,MARİE ANTOİNETTE CHOCOLATİER,Kokteyl Bar,"40,9707712","29,067516","78,0053","62,716",D3-B,https://maps.google.com/?cid=210466642941371914
964201,KADIKÖY,0-499 TL,200-399,BERLİN PUB,Modern Pub & Bistro,"40,9895737","29,0261659","77,9896","77,2769",D2-B,https://maps.google.com/?cid=16327415766825469964
560375,KADIKÖY,500-999 TL,100-199,SAKİ MEYHANE,Geleneksel Meyhane,"40,9897907","29,0247929","77,9885","79,9699",R2-B,https://maps.google.com/?cid=17739843253711299836
910384,KADIKÖY,500-999 TL,0-99,KAVALA BALIK,Balık,"40,9828874","29,0651014","77,9798","56,3726",R4-B,https://maps.google.com/?cid=13228569289187202805
705263,KADIKÖY,,100-199,GEYIK,Modern Pub & Bistro,"40,9897796","29,0270202","77,9627","64,7011",D3-B,https://maps.google.com/?cid=4852156310794724652
924715,KADIKÖY,0-499 TL,100-199,DEFNE BAR,Modern Pub & Bistro,"40,9900059","29,027728","77,9485","53,6457",D3-B,https://maps.google.com/?cid=2972601566123868517
1000029622,ATAŞEHİR,500-999 TL,0-99,BRAVO CAFE,Modern Pub & Bistro,"40,9937117","29,1230242","77,9386","54,3567",D4-B,https://maps.google.com/?cid=2200203998542369856
968815,KADIKÖY,0-499 TL,0-99,GOYGOY BY FİL,Modern Pub & Bistro,"40,9878066","29,0241656","77,9118","51,6617",D4-B,https://maps.google.com/?cid=6156131390219057509
941917,KADIKÖY,0-499 TL,0-99,DOPAMINA,Modern Pub & Bistro,"40,9876998","29,0257725","77,903","51,8654",D4-B,https://maps.google.com/?cid=11932940171454212254
434238,KADIKÖY,0-499 TL,0-99,AYLAK KADIKÖY,Modern Pub & Bistro,"40,9894445","29,0257401","77,8783","78,3688",D2-B,https://maps.google.com/?cid=11117091207828459549
879702,KADIKÖY,0-499 TL,100-199,İNANNA CAFE,Modern Pub & Bistro,"40,98766","29,0277271","77,8783","64,9447",D3-B,https://maps.google.com/?cid=7831754262073773196
433311,KADIKÖY,0-499 TL,0-99,GÜĞÜM CAFE RESTAURANT,Geleneksel Meyhane,"40,9888205","29,0245137","77,8753","53,468",R4-B,https://maps.google.com/?cid=978435889935547908
953405,KADIKÖY,0-499 TL,0-99,PİYA,Modern Pub & Bistro,"40,9900172","29,0271549","77,8139","65,9187",D3-B,https://maps.google.com/?cid=935013098625255003
704858,KADIKÖY,,200-399,KÜLT BY MUHİT,Modern Pub & Bistro,"40,9883202","29,0249017","77,7885","64,8747",D3-B,https://maps.google.com/?cid=12588382816486937372
908219,KADIKÖY,1.000 -1.999 TL,0-99,VERA RESTAURANT,Geleneksel Meyhane,"40,9894368","29,0283431","77,7789","74,5995",R2-B,https://maps.google.com/?cid=1455532368026779208
923961,KADIKÖY,0-499 TL,0-99,VAKIF TENİS CAFE,Modern Pub & Bistro,"40,9647983","29,0587382","77,7759","66,4547",D3-B,https://maps.google.com/?cid=8510994972410098872
874102,ATAŞEHİR,500-999 TL,100-199,EGE MEYHANESİ,Geleneksel Meyhane,"40,9926377","29,1207998","77,7714","76,7004",R2-B,https://maps.google.com/?cid=8982209477102526436
943530,KADIKÖY,0-499 TL,0-99,MONKEY BUSİNES,Modern Pub & Bistro,"41,0081443","29,0387535","77,7211","64,9676",D3-B,https://maps.google.com/?cid=6473546900724474298
1000020016,ATAŞEHİR,0-499 TL,200-399,Q2 CAFE ,Modern Pub & Bistro,"40,9985644","29,0979852","77,6889","75,6622",D2-B,https://maps.google.com/?cid=3738297765868036033
700157,KADIKÖY,500-999 TL,0-99,TEA SHOP COCKTAIL BAR,Kokteyl Bar,"40,9828693","29,0327871","77,6878","51,8967",D4-B,https://maps.google.com/?cid=5222975121778906804
825734,KADIKÖY,500-999 TL,100-199,MİLA ŞARAP EVİ ,Fine Dining (D.Mutf-Şar.Evi),"40,98834800","29,02797000","77,6632","53,5099",D4-B,"https://www.google.com/maps/place/Mila+Winehouse/@40.9882854,29.0280201,17z/data=!4m15!1m8!3m7!1s0x14cab8667ae511db:0x6b34e5e24490f61c!2sMila+Winehouse!8m2!3d40.9882943!4d29.0279767!10e5!16s%2Fg%2F11bycgtc39!3m5!1s0x14cab8667ae511db:0x6b34e5e24490f61c!8m2!3d40.9882943!4d29.0279767!16s%2Fg%2F11bycgtc39?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
885981,KADIKÖY,0-499 TL,0-99,RESET ,Modern Pub & Bistro,"40,9881151","29,0236846","77,6576","54,0341",D4-B,https://maps.google.com/?cid=1518175527881578125
920344,KADIKÖY,0-499 TL,0-99,BABBO PİZZA ,Modern Pub & Bistro,"40,974562","29,0534358","77,6534","55,2004",D4-B,https://maps.google.com/?cid=17125433282934660839
645888,KADIKÖY,1.000 -1.999 TL,200-399,ÇINARALTI MANGALBAŞI,Kebap,"40,952734","29,096458","77,6053","77,023",R2-B,https://maps.google.com/?cid=1416216102694849631
908546,KADIKÖY,500-999 TL,100-199,YORK,Modern Pub & Bistro,"40,9861746","29,0258585","77,5773","65,4795",D3-B,https://maps.google.com/?cid=10552012023616941956
959836,KADIKÖY,0-499 TL,100-199,NERUDA,Modern Pub & Bistro,"40,9896068","29,0261952","77,5481","77,6012",D2-B,https://maps.google.com/?cid=16615992651568706082
890483,KADIKÖY,0-499 TL,0-99,BAYKUŞ,Modern Pub & Bistro,"40,9890777","29,0281464","77,5426","54,61",D4-B,https://maps.google.com/?cid=16467877037902492391
881226,KADIKÖY,0-499 TL,400+,NEXUS ,Modern Pub & Bistro,"40,9890142","29,0239872","77,4936","91,0956",D1-B,https://maps.google.com/?cid=9331264136760950103
