device_aid,rich_score,zenginlik_segmenti,kahve_persona,bar_persona,keşif_persona,hayvan_persona,yaşam_tarzı_persona,total_visits,unique_places,coffee_visit_count,bar_pub,vet_visit_count,wealth_score
8cb24bb2-648f-440f-a1af-f6ebc7c2ec77,71.35,Üst Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,2.0,0,1.0,15.0
8cb2e765-f1fa-4d11-8d91-27da5435221a,100.0,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,2,1,0.0,0,0.0,45.0
8cb43ff5-8ede-4181-accc-a69892a7be91,46.4,Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,0.0,0,1.0,32.0
8cb46a4b-b1b7-4a35-a410-cb764054a73b,52.0,Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,1,1,0.0,0,4.0,22.0
8cb63b33-e5f1-4ef5-8b2b-2c3a9240791d,20.68,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sever,Dengeli Yaşam,1,1,0.0,1,7.0,5.0
8cb652e9-4147-4ed9-880c-1bf5d5ad6423,100.0,Lüks Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Hayvan Tutkunu,Erken Kalkan Çalışkan,5,4,1.0,4,14.0,100.0
8cb9b18d-ddf1-44d6-aebb-3fc57fcc1cb5,8.98,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,1,1.0,13.0
8cbd8ac2-baa6-48aa-a607-c31ec1b322fe,9.55,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,1.0,1,0.0,23.0
8cbe8a9c-1916-4e9a-a2d2-e42d8fcaec9d,11.05,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,1,0.0,13.0
8cc0adf5-0dcc-4029-a154-f07ac22d6b9a,18.65,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,0,0.0,14.0
8cc454ce-4179-4915-ada9-b31519cdd1ab,50.2,Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,1,0.0,31.5
8cc59186-b0f5-4624-92a2-7e010bea3a7a,36.02,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,1.0,1,0.0,30.0
8ccf99d0-f6e7-4e56-8b21-85a3eb20963e,39.1,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,2,2,0.0,2,0.0,58.3
8ccfcdf0-5363-4474-a3c5-d143e64a67b1,95.33,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sever,Dengeli Yaşam,4,4,1.0,2,6.0,68.22
8cd15f7d-7132-62c4-be80-964965604593,21.43,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,0.0,0,0.0,17.0
8cd2f3f9-2a61-4586-a861-1ee84f6d007e,14.48,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,1,1,2.0,1,5.0,20.0
8cd3b548-a664-443b-86d7-6d330c8e322a,100.0,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Gurme,22,2,1.0,0,4.0,100.0
8cd3dd6a-e369-4ce0-8c53-515f93fa310b,22.25,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,1,0.0,15.0
8cd55d79-c73d-4744-9030-37056db56c4a,71.38,Üst Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,2,2,1.0,2,5.0,44.73
8cd5dde8-19d7-44d8-ba4a-534491cb7a1f,42.3,Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,0.0,0,1.0,25.0
8cd973e3-d910-4774-9535-7f0294493e5f,100.0,Lüks Segment,Kahve İçmez,Bar Düşkünü,Rutin Sever,Hayvan Sever,Gurme,482,42,1.0,257,7.0,100.0
8cdb95e2-4acf-40d2-a635-3db2254669a9,50.12,Orta Segment,Kahve Sever,Bar Gitmez,Rutin Sever,Hayvan Sever,Dengeli Yaşam,1,1,10.0,1,8.0,20.0
8cde1ca2-ff70-4a61-a3d8-5185be452cdf,13.91,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,2,2,0.0,1,0.0,30.24
8ce1d201-e4d3-44f1-99b1-40906fda8270,100.0,Lüks Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Pet Sahibi,Dengeli Yaşam,6,5,3.0,5,2.0,92.89
8ce430f9-18dd-4009-ac53-c0ab2cf46bb0,19.0,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,1,0.0,15.0
8ce45637-e96b-41ea-ad68-cb16dfe9e9bd,52.79,Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,3,2,1.0,2,3.0,51.69
8ce49e79-e73d-46d1-abfc-8a4b85fc5b8e,58.02,Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sever,Erken Kalkan Çalışkan,1,1,1.0,0,6.0,17.0
8ce5f37c-3f0b-4431-8393-5ec8fd6b0614,18.41,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,2,2,0.0,1,0.0,40.96
8ce8fbdb-2382-4d22-ad65-7bed7c0cd3b6,32.4,Alt Orta Segment,Kahve Sever,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,12.0,0,0.0,22.0
8cee6b03-c5cc-4df6-9363-e9434851804e,100.0,Lüks Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,4,2,0.0,4,1.0,100.0
8cf12c8e-8a4e-4ee2-baf5-99112f207b51,100.0,Lüks Segment,Kahve İçmez,Bar Düşkünü,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,29,6,3.0,29,5.0,100.0
8cf79b5b-d811-4a7f-866b-68d613e3e73d,38.92,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,1.0,0,0.0,16.5
8cfefd47-a5f5-4166-8d20-718a1a7fa30a,23.72,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,0.0,1,1.0,13.0
8d00cb33-6ff0-45e2-bb3d-f479113f94d4,10.95,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,0.0,0,0.0,22.0
8d00e6b8-2149-4109-ad8f-08b0ca0617a8,34.2,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,3.0,1,1.0,13.0
8d01039b-9e55-6b2f-a264-836a822f2cbe,25.0,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Tutkunu,Dengeli Yaşam,1,1,3.0,1,12.0,23.0
8d012ce2-1d83-4edf-8013-485384b19c06,85.02,Lüks Segment,Kahve Sever,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,2,2,10.0,2,4.0,39.27
8d016708-2649-4dd0-8e30-66302b120839,100.0,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sever,Erken Kalkan Çalışkan,7,6,2.0,0,9.0,100.0
8d086e4e-b112-6c70-2d7d-a35e28567e4f,20.5,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,2,1,0.0,2,3.0,38.0
8d0f197c-f64d-4049-8a45-5d95abd1c283,10.2,Ekonomik Segment,Ara Sıra Kahve İçer,Bar Gitmez,Rutin Sever,Hayvan Tutkunu,Dengeli Yaşam,1,1,9.0,0,12.0,22.0
8d103ec6-c00c-45c1-b89b-044c779b5cca,16.48,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,1.0,0,1.0,22.0
8d1279fe-e9e6-419f-9721-df8cbd6fd67d,29.18,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,1,1,2.0,0,2.0,15.0
8d14eae1-ff46-4072-9afb-be0ae6d2906f,32.01,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,3,3,0.0,1,0.0,47.38
8d15be78-f6ff-4082-a362-b72ef90f80c7,99.62,Lüks Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,5,5,0.0,3,0.0,77.07
8d1ad973-bb0d-4bfd-9cb5-5293585fdf44,36.97,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,2,2,2.0,1,3.0,31.91
8d1d63dc-7d79-44bb-b00b-02bb74215fd8,56.75,Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,4.0,0,0.0,22.0
8d1db63c-df7a-4fe2-b3f1-00915ca19810,100.0,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,10,6,0.0,2,0.0,100.0
8d22343c-4417-41cf-9323-be061c7f8ad5,100.0,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,5,2,0.0,0,0.0,100.0
8d2310d7-b714-45a3-bdab-eb4f5c828dd2,100.0,Lüks Segment,Ara Sıra Kahve İçer,Bar Gitmez,Rutin Sever,Hayvan Tutkunu,Erken Kalkan Çalışkan,4,3,9.0,0,48.0,69.69
8d24316a-1a73-42fb-af5e-ba78d82cf492,18.02,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,0.0,0,0.0,15.0
8d2878a7-6e76-4cc3-88b3-e44a932e3a05,100.0,Lüks Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Hayvan Sever,Erken Kalkan Çalışkan,5,5,2.0,3,6.0,78.74
8d29b799-0867-4434-b862-7af083d159a6,71.41,Üst Orta Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Pet Sahibi,Dengeli Yaşam,4,4,0.0,4,3.0,74.74
8d30a1db-55e7-42c6-af57-e79b69d52897,42.92,Orta Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,3,3,0.0,3,0.0,35.63
8d313bd2-3dcf-4cef-975e-9bdb574b236c,100.0,Lüks Segment,Kahve İçmez,Bar Düşkünü,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,17,3,0.0,15,5.0,100.0
8d33a5db-6227-4a07-afdc-de0df84342a5,100.0,Lüks Segment,Ara Sıra Kahve İçer,Sosyal İçici,Rutin Sever,Hayvan Tutkunu,Erken Kalkan Çalışkan,3,3,8.0,3,13.0,46.16
8d39b817-7ba0-4d61-9165-76edbc9f0f49,19.65,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,2,1,0.0,0,1.0,28.0
8d3b3801-1841-414e-a8d3-df02f91d83f1,27.22,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,3,2,1.0,1,0.0,56.06
8d3b5daf-40f5-4188-8d89-1c9bc62edd28,16.8,Ekonomik Segment,Kahve Sever,Bar Gitmez,Rutin Sever,Hayvan Sever,Erken Kalkan Çalışkan,2,1,11.0,0,7.0,30.0
8d3dcbf6-aaf0-4c0e-ac29-180284cce651,71.23,Üst Orta Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,3,3,0.0,3,0.0,43.08
8d41c434-065e-4e6e-ac6e-088f002eab82,25.03,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,2,2,0.0,0,3.0,31.95
8d4485a7-7470-435e-a1ed-e093136df79e,100.0,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,7,1,0.0,0,0.0,100.0
8d458251-3200-4ddc-8f08-79940f767407,86.36,Lüks Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,4,4,0.0,4,4.0,58.11
8d4803a5-c87b-4cce-832b-194244b6d747,27.43,Alt Orta Segment,Ara Sıra Kahve İçer,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,6.0,0,1.0,17.0
8d4d4756-ad36-4d40-b1f8-22e4fd35c4fe,11.45,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,2,1,0.0,0,0.0,32.0
8d4eb884-678f-4110-939e-5a7399869cf5,100.0,Lüks Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,4,4,0.0,3,1.0,68.07
8d4fedd1-6cd3-44bc-b5e2-62d8adae4fcc,12.4,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,0.0,0,0.0,17.0
8d5101b7-2d4d-4286-9ec1-ec44c3b70b73,25.5,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,0.0,1,1.0,20.0
8d51c0d2-59c3-4c40-94ac-c7502f69e08b,41.35,Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,0,0.0,22.0
8d54e9d8-e729-69c3-ab7c-f284e697ca2b,100.0,Lüks Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Hayvan Tutkunu,Erken Kalkan Çalışkan,4,3,3.0,4,17.0,59.64
8d56c700-8b25-4f99-9316-24011901fa74,100.0,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,11,3,3.0,0,4.0,100.0
8d591888-cccb-4c1f-aa0f-78bc0f070154,85.69,Lüks Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,6,5,3.0,5,2.0,100.0
8d59c083-f33f-4003-9911-2fde90bbb7bf,8.3,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,0,0.0,18.5
8d59f9c5-1853-4999-974d-2a474f8b6653,100.0,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sever,Erken Kalkan Çalışkan,11,1,3.0,0,9.0,100.0
8d5ad71b-7a31-6930-b276-cd15153f69cd,68.15,Üst Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,3,3,1.0,2,3.0,45.78
8d5f41b1-882c-41ef-8cd3-10d38bb9ca04,31.8,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sever,Dengeli Yaşam,1,1,1.0,1,9.0,23.0
8d62569a-16b1-4798-858c-057068d55089,56.83,Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,2,2,4.0,2,2.0,42.02
8d67acc3-8e7e-4d9e-b86a-6241d7358def,32.87,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,1,1.0,20.0
8d6b07a7-eea4-4d57-b32e-6f5247c65be6,83.31,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,5,4,0.0,1,1.0,100.0
8d6cf0ad-4281-4cac-af98-bc6643c2dd84,8.08,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,0,0.0,15.0
8d6e61a7-e80a-4176-b868-27333e560732,11.52,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,1.0,1,1.0,23.0
8d6e84a4-0149-4d5b-87cf-c1a8f20e2131,100.0,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,5,3,0.0,1,3.0,100.0
8d6f5872-6b57-42f5-b97d-aa98ca43a280,100.0,Lüks Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,7,3,0.0,6,2.0,96.3
8d6fda2e-678a-4948-af5e-0d95437a20a3,100.0,Lüks Segment,Ara Sıra Kahve İçer,Bar Gitmez,Rutin Sever,Hayvan Tutkunu,Erken Kalkan Çalışkan,6,4,5.0,0,16.0,100.0
8d702390-b21c-4f8d-b4f4-624c48d15924,16.4,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,1,1,0.0,1,2.0,23.0
8d703048-73d1-44ff-a3ca-d647b105328d,10.25,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,1,1,0.0,1,2.0,15.0
8d721595-8367-4873-aa84-bed47ae32847,65.82,Üst Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,0.0,0,0.0,25.0
8d7a1b4e-78e1-448b-a145-13a5e6bd4abd,17.8,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,0.0,1,0.0,23.0
8d7e1403-0941-4fa9-9a9f-1b9c8d743f5a,78.95,Üst Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,1,1,0.0,0,2.0,7.0
8d7f1cdc-b7e9-4c7c-abdc-3167c30ba203,12.02,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,0.0,1,1.0,15.0
8d83c9ba-88e5-49a3-9017-ce2e4642a831,22.75,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,1,1,0.0,1,2.0,30.0
8d8815cd-1551-4e70-85d1-d53363a14407,11.75,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,0,1.0,15.0
8d8fe5c7-3c48-40ef-a803-7e635827853f,10.4,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,0,0.0,15.0
8d91f63b-61e9-4487-ba9b-da6681e61ed7,71.78,Üst Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,1,1,1.0,0,3.0,15.5
8d9b33c0-4c72-49c4-bbd3-a9063a259efd,100.0,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,4,3,0.0,2,0.0,93.58
8da51e0b-abf8-4607-af3f-12e3fb736032,32.22,Alt Orta Segment,Kahve Sever,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,1,1,13.0,1,2.0,23.0
8da8187a-faf0-635a-bee8-8e418717b112,100.0,Lüks Segment,Kahve Bağımlısı,Sosyal İçici,Rutin Sever,Pet Sahibi,Dengeli Yaşam,8,3,108.0,5,2.0,100.0
8da959ab-8c05-47a6-a7f1-c0d0a113dec5,70.05,Üst Orta Segment,Kahve Sever,Sosyal İçici,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,4,2,11.0,3,1.0,52.29
8dacaa2b-1e14-450e-a423-b91576ed88af,29.67,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,2,2,0.0,1,4.0,29.76
8dae1d32-69d9-6158-a60b-a3a3ab8bf659,6.07,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,0.0,0,0.0,17.0
8db2f85a-60a2-454b-bc4f-469c8feb5f12,57.07,Orta Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,4,3,0.0,3,0.0,61.55
8db5e0f5-a4de-4620-93c1-09ed6aad82fc,38.74,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,3,3,0.0,2,4.0,61.55
8db75ad0-17ca-4aa0-af5e-3759cc60bfc0,88.92,Lüks Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,6,5,4.0,5,2.0,100.0
8dbb6d47-59ec-48e6-a303-ab109b22a612,16.75,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,1.0,1,0.0,20.0
8dc41940-c5b2-4e16-a02e-2f3219b884b6,42.75,Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,1.0,1,0.0,13.0
8dc5606d-c757-48dc-b0a7-12f63b0447d7,13.93,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,3,3,0.0,2,0.0,35.09
8dc736ed-2dd2-4f63-8955-5a5151ce8d2a,38.72,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,1,1,0.0,0,3.0,15.0
8dc982e9-a5cd-4c2f-aea8-7ce0751eae8d,42.55,Orta Segment,Ara Sıra Kahve İçer,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,1,1,9.0,1,2.0,23.0
8dcae69c-fc07-4244-bdc9-cedecd8f8ad2,7.67,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,1,1,1.0,0,2.0,17.0
8dcdad77-68b0-605e-28a4-ec6448977c57,100.0,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,5,2,0.0,1,0.0,100.0
8dceb4a9-6bc9-4728-bfb9-2a2c3b4983c4,28.55,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,1.0,0,0.0,16.5
8dd19c78-8aba-456d-b4ff-159e2243e44a,48.0,Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,3,3,0.0,2,3.0,73.8
8dd67544-5263-46bf-aedf-95833ab13890,33.9,Alt Orta Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,4,4,3.0,4,0.0,72.14
8ddb2bf7-bfc4-47cf-839a-44b0c109ce35,100.0,Lüks Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Hayvan Tutkunu,Dengeli Yaşam,18,10,1.0,14,41.0,100.0
8de016ee-edd4-4b88-a100-c2ab3dd24ff5,16.28,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,0,1.0,25.0
8de1a72f-f6cd-4e19-b3fb-3f5ab090c1c6,100.0,Lüks Segment,Ara Sıra Kahve İçer,Bar Gitmez,Rutin Sever,Hayvan Tutkunu,Dengeli Yaşam,6,6,8.0,2,30.0,100.0
8de56ae6-14b5-45ac-9fdf-2e84d2091666,11.85,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,1,1,1.0,1,3.0,15.0
8deb1add-3889-4cf6-9c62-a3d95c5c2a6c,100.0,Lüks Segment,Kahve İçmez,Bar Düşkünü,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,40,4,0.0,40,0.0,100.0
8dec33e7-0de5-49e9-aacd-33f0216fb0b9,40.45,Orta Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,6,1,0.0,6,0.0,80.0
8df5a605-cb01-4ea0-abd2-31c307887a23,6.28,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,1.0,0,0.0,14.0
8df8ac28-2928-4aaf-8ea2-f58b25517431,61.26,Üst Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,2,2,1.0,1,0.0,37.02
8dfacd4d-cffd-44de-be7e-c79d4ec25b9d,32.87,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,2,2,2.0,2,0.0,43.35
8dfe8f1e-64b8-4ce2-a992-a8f406d3fa55,100.0,Lüks Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,7,5,2.0,4,1.0,94.29
8e0065a5-bad2-477c-8a10-ba87775bea00,90.51,Lüks Segment,Ara Sıra Kahve İçer,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,3,2,9.0,0,5.0,46.4
8e028ec5-3eac-4b40-aff8-77688ee96498,69.12,Üst Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sever,Dengeli Yaşam,2,2,0.0,1,8.0,41.97
8e066506-ca0a-454d-aba5-f2cea442759f,98.72,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Tutkunu,Dengeli Yaşam,2,2,0.0,1,349.0,41.76
8e0ecae9-0810-4dac-b46d-81419d3dd11f,9.2,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,0,0.0,25.0
